0.000000 0.435581 0.124839
0.062832 0.563330 0.186642
0.125664 0.944501 0.247709
0.188496 0.282936 0.307798
0.251327 0.394870 0.366673
0.314159 0.796279 0.424100
0.376991 0.442243 0.479854
0.439823 0.969325 0.533714
0.502655 0.540948 0.585467
0.565487 1.489462 0.634910
0.628319 1.366028 0.681848
0.691150 0.830445 0.726094
0.753982 1.060412 0.767475
0.816814 1.028579 0.805827
0.879646 0.831417 0.840998
0.942478 1.308601 0.872851
1.005310 1.033230 0.901259
1.068142 1.690160 0.926110
1.130973 1.279016 0.947306
1.193805 1.855882 0.964764
1.256637 1.847655 0.978414
1.319469 1.412662 0.988202
1.382301 1.668162 0.994091
1.445133 1.453229 0.996057
1.507964 1.483524 0.994091
1.570796 1.683346 0.988202
1.633628 1.092644 0.978414
1.696460 1.246333 0.964764
1.759292 1.626170 0.947306
1.822124 1.830390 0.926110
1.884956 1.200940 0.901259
1.947787 1.133048 0.872851
2.010619 1.268340 0.840998
2.073451 1.323162 0.805827
2.136283 1.771860 0.767475
2.199115 1.069088 0.726094
2.261947 1.558842 0.681848
2.324779 1.524815 0.634910
2.387610 1.379324 0.585467
2.450442 0.859697 0.533714
2.513274 1.261494 0.479854
2.576106 0.980841 0.424100
2.638938 1.264740 0.366673
2.701770 0.667587 0.307798
2.764602 0.623186 0.247709
2.827433 0.442673 0.186642
2.890265 0.715696 0.124839
2.953097 1.131110 0.062543
3.015929 0.480385 0.000000
3.078761 0.632012 -0.062543
3.141593 0.765544 -0.124839
3.204425 0.044923 -0.186642
3.267256 0.410110 -0.247709
3.330088 -0.156304 -0.307798
3.392920 -0.086170 -0.366673
3.455752 0.102477 -0.424100
3.518584 -0.209155 -0.479854
3.581416 0.180775 -0.533714
3.644247 0.075986 -0.585467
3.707079 -0.165002 -0.634910
3.769911 0.366192 -0.681848
3.832743 -0.318679 -0.726094
3.895575 0.158862 -0.767475
3.958407 -0.476468 -0.805827
4.021239 -0.115456 -0.840998
4.084070 -0.326972 -0.872851
4.146902 -0.192313 -0.901259
4.209734 0.101167 -0.926110
4.272566 -0.409508 -0.947306
4.335398 -0.510098 -0.964764
4.398230 -0.689156 -0.978414
4.461062 -0.473516 -0.988202
4.523893 -0.291607 -0.994091
4.586725 -0.626289 -0.996057
4.649557 -0.046043 -0.994091
4.712389 -0.937779 -0.988202
4.775221 -0.754895 -0.978414
4.838053 -0.663172 -0.964764
4.900885 -0.336848 -0.947306
4.963716 -0.682581 -0.926110
5.026548 -0.547890 -0.901259
5.089380 -0.205679 -0.872851
5.152212 -0.546021 -0.840998
5.215044 -0.631666 -0.805827
5.277876 -0.134207 -0.767475
5.340708 -0.297053 -0.726094
5.403539 -0.272022 -0.681848
5.466371 -0.333076 -0.634910
5.529203 -0.573894 -0.585467
5.592035 -0.198833 -0.533714
5.654867 -0.088415 -0.479854
5.717699 0.434770 -0.424100
5.780530 0.402024 -0.366673
5.843362 0.404263 -0.307798
5.906194 0.513859 -0.247709
5.969026 0.522695 -0.186642
6.031858 0.636401 -0.124839
