0.000000 0.000000 0.623707
0.062832 0.062791 0.517200
0.125664 0.125333 0.314753
0.188496 0.187381 0.494786
0.251327 0.248690 0.323343
0.314159 0.309017 0.752621
0.376991 0.368125 1.034972
0.439823 0.425779 1.367673
0.502655 0.481754 0.703465
0.565487 0.535827 0.702732
0.628319 0.587785 1.423853
0.691150 0.637424 1.068947
0.753982 0.684547 1.500652
0.816814 0.728969 1.509189
0.879646 0.770513 1.525289
0.942478 0.809017 1.383919
1.005310 0.844328 1.549339
1.068142 0.876307 0.999536
1.130973 0.904827 1.003277
1.193805 0.929776 1.096546
1.256637 0.951057 1.260481
1.319469 0.968583 1.594457
1.382301 0.982287 1.024200
1.445133 0.992115 1.795273
1.507964 0.998027 1.185033
1.570796 1.000000 1.753454
1.633628 0.998027 1.253541
1.696460 0.992115 1.342831
1.759292 0.982287 1.095131
1.822124 0.968583 1.598435
1.884956 0.951057 1.733408
1.947787 0.929776 1.176879
2.010619 0.904827 1.140891
2.073451 0.876307 1.258101
2.136283 0.844328 1.647294
2.199115 0.809017 1.318635
2.261947 0.770513 0.930452
2.324779 0.728969 0.819630
2.387610 0.684547 1.389807
2.450442 0.637424 1.103900
2.513274 0.587785 1.452667
2.576106 0.535827 1.454167
2.638938 0.481754 0.887661
2.701770 0.425779 0.618794
2.764602 0.368125 0.768117
2.827433 0.309017 0.696388
2.890265 0.248690 0.278310
2.953097 0.187381 0.858087
3.015929 0.125333 0.132139
3.078761 0.062791 0.663989
3.141593 -0.000000 0.602063
3.204425 -0.062791 0.860371
3.267256 -0.125333 0.122974
3.330088 -0.187381 0.776473
3.392920 -0.248690 0.659952
3.455752 -0.309017 0.538816
3.518584 -0.368125 0.284134
3.581416 -0.425779 0.469140
3.644247 -0.481754 -0.445526
3.707079 -0.535827 0.042090
3.769911 -0.587785 0.324016
3.832743 -0.637424 -0.017861
3.895575 -0.684547 -0.083785
3.958407 -0.728969 -0.519863
4.021239 -0.770513 -0.426745
4.084070 -0.809017 -0.391677
4.146902 -0.844328 0.078791
4.209734 -0.876307 -0.167474
4.272566 -0.904827 -0.548501
4.335398 -0.929776 -0.803783
4.398230 -0.951057 -0.846040
4.461062 -0.968583 -0.929092
4.523893 -0.982287 -0.241290
4.586725 -0.992115 -0.174672
4.649557 -0.998027 -0.974682
4.712389 -1.000000 -0.785555
4.775221 -0.998027 -0.636379
4.838053 -0.992115 -0.113547
4.900885 -0.982287 -0.855011
4.963716 -0.968583 -0.397605
5.026548 -0.951057 -0.051080
5.089380 -0.929776 -0.511901
5.152212 -0.904827 -0.573007
5.215044 -0.876307 0.119214
5.277876 -0.844328 -0.042932
5.340708 -0.809017 0.145096
5.403539 -0.770513 -0.674174
5.466371 -0.728969 -0.063280
5.529203 -0.684547 0.245468
5.592035 -0.637424 -0.020862
5.654867 -0.587785 0.292707
5.717699 -0.535827 0.354679
5.780530 -0.481754 0.186261
5.843362 -0.425779 -0.219230
5.906194 -0.368125 0.490622
5.969026 -0.309017 -0.041682
6.031858 -0.248690 0.519155
6.094690 -0.187381 0.397438
6.157522 -0.125333 0.688586
6.220353 -0.062791 0.726020
6.283185 -0.000000 0.702855
